topic_id,topic_slug,topic_name,instrument_code,instrument_name,proposed_importance_weight,proposed_status,structural_relevance,market_recognition,topic_sensitivity_participation,scale_influence,durability,rationale,evidence_types,evidence_summary,source_count,source_urls,source_publication_dates,confidence_level,ambiguity_notes,membership_review_needed,researched_at,leader_set_research_version
,Chiplet,Chiplet,3037,欣興,0.75,CANDIDATE,HIGH,MEDIUM_HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,TWSE company disclosure identifies Unimicron as a dedicated PCB and IC-substrate supplier with advanced HDI and substrate capabilities; it is a durable package/interconnect representative relevant to chiplet systems.,official company product/IR; annual report or regulatory/industry source,TWSE company disclosure identifies Unimicron as a dedicated PCB and IC-substrate supplier with advanced HDI and substrate capabilities; it is a durable package/interconnect representative relevant to chiplet systems.,2,https://www.twse.com.tw/pdf/en/3037_en.pdf|https://unimicron.de/product-portfolio.html,2026-05-10 exchange profile; undated product portfolio,MEDIUM_HIGH,"Chiplet relevance is at substrate/interconnect level, not chiplet IP or packaging ownership; keep below ASE and review topic definition.",false,2026-08-09,leader-set-research.v2
,Chiplet,Chiplet,3189,景碩,0.75,NEEDS_REVIEW,HIGH,MEDIUM_HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Kinsus is an IC-substrate supplier with BGA, flip-chip and high-end substrate capabilities and a stated leading IC-substrate position.",official company product/IR; annual report or regulatory/industry source,"Kinsus is an IC-substrate supplier with BGA, flip-chip and high-end substrate capabilities and a stated leading IC-substrate position.",3,https://www.kinsus.com.tw/en-global/milestones|https://www.twse.com.tw/pdf/en/3189_en.pdf|https://www.kinsus.com.tw/en-global/Download/annual-general-meeting/Index/annual-report,undated company milestone; 2026-04-17 exchange profile; current annual-report index,MEDIUM,Needs PM decision whether IC-substrate exposure is sufficient for Chiplet leadership or belongs only in substrate/ABF topics.,false,2026-08-09,leader-set-research.v2
,Chiplet,Chiplet,3711,日月光投控,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"ASE explicitly identifies advanced interconnect, 2.5D/3D packaging, VIPack and chiplet integration as core capabilities, with current panel-level and AI-packaging expansion.",official company product/IR; annual report or regulatory/industry source,"ASE explicitly identifies advanced interconnect, 2.5D/3D packaging, VIPack and chiplet integration as core capabilities, with current panel-level and AI-packaging expansion.",3,https://www.aseglobal.com/press-room/advanced-interconnect-tech-for-chiplets|https://www.aseglobal.com/press-room/310x310/|https://ase.aseglobal.com/about-ase/,2024-03-20; 2026-05-26; undated company profile,HIGH,Strongest structural representative in the supplied Chiplet topic; do not infer that every advanced-packaging equipment name is equivalent.,false,2026-08-09,leader-set-research.v2
,CoWoS,CoWoS,2330,台積電,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,TSMC's official 3DFabric materials identify CoWoS as its leading 2.5D advanced-packaging service; the 2024 annual report describes multiple CoWoS variants in volume production and capacity expansion for AI/HPC.,official company product/IR; annual report or regulatory/industry source,TSMC's official 3DFabric materials identify CoWoS as its leading 2.5D advanced-packaging service; the 2024 annual report describes multiple CoWoS variants in volume production and capacity expansion for AI/HPC.,3,https://3dfabric.tsmc.com/english/dedicatedFoundry/technology/cowos.htm|https://investor.tsmc.com/static/annualReports/2024/english/ebook/files/basic-html/page100.html|https://investor.tsmc.com/static/annualReports/2024/english/ebook/files/basic-html/page102.html,current 3DFabric product page; 2024 annual report pages,HIGH,Direct structural fit and the only supplied PRIMARY member; weight is not inferred from recent AI-related price performance.,false,2026-08-09,leader-set-research.v2
,DRAM／DDR,DRAM／DDR,2344,華邦電,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Winbond's official innovation materials identify DRAM as a core memory business, including 20nm DDR4 and a 16nm DDR4 roadmap; its annual report also describes LPDDR4, DDR4 and memory-process development.",official company product/IR; annual report or regulatory/industry source,"Winbond's official innovation materials identify DRAM as a core memory business, including 20nm DDR4 and a 16nm DDR4 roadmap; its annual report also describes LPDDR4, DDR4 and memory-process development.",2,https://www.winbond.com/hq/about-winbond/csr-new/corporate-governance/innovation/index.html|https://www.winbond.com/export/sites/winbond/about-winbond/investor/financial-information/annual-report/report/2025-Winbond-Annual-Report_ZH.pdf,current innovation page; 2025 annual report,HIGH,Winbond is a specialty-memory rather than commodity-DRAM pure play; retain 1.00 because DRAM/DDR products and process development are explicit and durable.,false,2026-08-09,leader-set-research.v2
,DRAM／DDR,DRAM／DDR,2408,南亞科,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Nanya's official innovation page describes the company as a DRAM partner and reports 10nm-class DRAM, DDR4 and DDR5 qualification/production; its annual report documents long-running DRAM design and manufacturing.",official company product/IR; annual report or regulatory/industry source,"Nanya's official innovation page describes the company as a DRAM partner and reports 10nm-class DRAM, DDR4 and DDR5 qualification/production; its annual report documents long-running DRAM design and manufacturing.",3,https://www.nanya.com/en/Application|https://www.nanya.com/ESG/en/innovative_technology|https://www.nanya.com/ESG/dist/build2024/dl_files/2023_Annual_Report.pdf,current application page; current innovation page; 2023 annual report,HIGH,Two top-tier names are justified because the supplied topic contains both specialty-memory and dedicated-DRAM manufacturers; PM should still confirm whether 1.00 may be shared.,false,2026-08-09,leader-set-research.v2
,FOPLP,FOPLP,3481,群創,0.75,NEEDS_REVIEW,HIGH,MEDIUM,NOT_USED_FOR_IDENTITY,MEDIUM,MEDIUM_HIGH,"Innolux public annual-report and investor materials describe panel-level fan-out packaging development and display/semiconductor integration, giving a real structural link but less evidence of mature commercial scale than ASE.",official company product/IR; annual report or regulatory/industry source,"Innolux public annual-report and investor materials describe panel-level fan-out packaging development and display/semiconductor integration, giving a real structural link but less evidence of mature commercial scale than ASE.",2,https://www.innolux.com/Uploads/22/2023%E5%B9%B4%E5%A0%B1_5239e8.pdf|https://www.innolux.com/eng/investor,2023 annual report; current investor-relations page,MEDIUM,Current FOPLP production scale and revenue materiality need a refreshed official source before PM approval; do not promote solely because the company is a large panel maker.,false,2026-08-09,leader-set-research.v2
,FOPLP,FOPLP,3711,日月光投控,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"ASE's official fan-out and panel-level packaging pages identify Panel FO/FOPLP as an in-house technology with 300 x 300 mm and 600 x 600 mm panel paths, and its 310 x 310 mm automated production line is described as an industry-first leadership platform.",official company product/IR; annual report or regulatory/industry source,"ASE's official fan-out and panel-level packaging pages identify Panel FO/FOPLP as an in-house technology with 300 x 300 mm and 600 x 600 mm panel paths, and its 310 x 310 mm automated production line is described as an industry-first leadership platform.",3,https://ase.aseglobal.com/fan-out-packaging/|https://ase.aseglobal.com/310x310/|https://ase.aseglobal.com/blog/technology/the-opportunities-and-challenges-of-foplp-technology/,current fan-out page; current panel-level page; 2025 FOPLP technology article,HIGH,The supplied label says FOPLP while ASE's product language also includes Panel FO and broader VIPack; retain the topic-specific mapping without changing membership.,true,2026-08-09,leader-set-research.v2
,GaN 晶圓／GaN-on-Si,GaN 晶圓／GaN-on-Si,3016,嘉晶,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"嘉晶's official company profile identifies Si/SiC/GaN epitaxial-material manufacturing; its current annual report and product pages describe GaN-on-Silicon epitaxy, mass production and qualified 8-inch GaN/Si wafer capability.",official company product/IR; annual report or regulatory/industry source,"嘉晶's official company profile identifies Si/SiC/GaN epitaxial-material manufacturing; its current annual report and product pages describe GaN-on-Silicon epitaxy, mass production and qualified 8-inch GaN/Si wafer capability.",3,https://www.epi.episil.com/Default/Company_Profile|https://www.epi.episil.com/|https://www.epi.episil.com/uploads/03_investment/Stockholder_Meeting/2026-Annual-Report%28EN%29.pdf,current company profile; current product page; 2026 annual report,HIGH,"Single supplied PRIMARY member; the weight reflects direct material identity, not market-cap ranking.",false,2026-08-09,leader-set-research.v2
,IGBT／功率模組,IGBT／功率模組,2342,茂矽,0.50,NEEDS_REVIEW,MEDIUM,LOW,NOT_USED_FOR_IDENTITY,MEDIUM,MEDIUM,"The supplied PRIMARY classification places 2342 in IGBT/power modules, but the reviewed public material did not yet establish current IGBT or module leadership; the row remains flagged rather than promoted.",official company product/IR; annual report or regulatory/industry source,"The supplied PRIMARY classification places 2342 in IGBT/power modules, but the reviewed public material did not yet establish current IGBT or module leadership; the row remains flagged rather than promoted.",2,https://www.twse.com.tw/pdf/en/2342_en.pdf|https://www.mospec.com.tw/,current TWSE company profile; current company site,LOW,Direct product and scale evidence required; likely topic-boundary/classification debt.,true,2026-08-09,leader-set-research.v2
,IGBT／功率模組,IGBT／功率模組,2481,強茂,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Panjit's official materials identify an integrated discrete-power platform spanning IGBT, MOSFET, SiC power devices, diodes and rectifiers, with applications including automotive and energy systems.",official company product/IR; annual report or regulatory/industry source,"Panjit's official materials identify an integrated discrete-power platform spanning IGBT, MOSFET, SiC power devices, diodes and rectifiers, with applications including automotive and energy systems.",2,https://www.panjit.com.tw/tw/News/Low_Profile_Bridge_Packages|https://www.panjit.com.tw/tw/News/Public%20Acquisition,current product/news page; 2022 official release,HIGH,Strong IGBT/device identity but the supplied label includes power modules; confirm module-level scope before final approval.,true,2026-08-09,leader-set-research.v2
,IGBT／功率模組,IGBT／功率模組,5425,台半,0.50,NEEDS_REVIEW,MEDIUM_HIGH,MEDIUM,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"Taiwan Semiconductor's public materials identify a durable discrete-power and rectifier platform, but direct current IGBT/module evidence was not sufficiently refreshed in this pass.",official company product/IR; annual report or regulatory/industry source,"Taiwan Semiconductor's public materials identify a durable discrete-power and rectifier platform, but direct current IGBT/module evidence was not sufficiently refreshed in this pass.",2,https://www.taiwansemi.com/|https://www.twse.com.tw/pdf/en/5425_en.pdf,current company site; current TWSE company profile,MEDIUM,Keep NEEDS_REVIEW until the current product catalogue confirms IGBT or packaged power-module materiality.,false,2026-08-09,leader-set-research.v2
