instrument_code,instrument_name,market_code,topic_role,topic_name,topic_parent,topic_enabled,topic_level,topic_role_in_hierarchy,topic_weight_in_hierarchy,stock_topic_weight,topic_description,group_status,mapping_status,research_version
6187,萬潤,TWO,SECONDARY,CoWoS,封裝測試,Y,D,主流,1,0.9,明確參與台積電 CoWoS／2.5D 封裝的中介層、封裝、測試、設備、材料或服務。僅因 AI 或載板需求受惠，不足以掛 CoWoS。,啟用,MATCHED,topic-universe-mapping.v1
6515,穎崴,TPE,SECONDARY,CoWoS,封裝測試,Y,D,主流,1,0.0,明確參與台積電 CoWoS／2.5D 封裝的中介層、封裝、測試、設備、材料或服務。僅因 AI 或載板需求受惠，不足以掛 CoWoS。,啟用,MATCHED,topic-universe-mapping.v1
6640,均華,TWO,SECONDARY,CoWoS,封裝測試,Y,D,主流,1,0.9,明確參與台積電 CoWoS／2.5D 封裝的中介層、封裝、測試、設備、材料或服務。僅因 AI 或載板需求受惠，不足以掛 CoWoS。,啟用,MATCHED,topic-universe-mapping.v1
7734,印能科技,TWO,SECONDARY,CoWoS,封裝測試,Y,D,主流,1,0.0,明確參與台積電 CoWoS／2.5D 封裝的中介層、封裝、測試、設備、材料或服務。僅因 AI 或載板需求受惠，不足以掛 CoWoS。,啟用,MATCHED,topic-universe-mapping.v1
8027,鈦昇,TWO,SECONDARY,CoWoS,封裝測試,Y,D,主流,1,0.9,明確參與台積電 CoWoS／2.5D 封裝的中介層、封裝、測試、設備、材料或服務。僅因 AI 或載板需求受惠，不足以掛 CoWoS。,啟用,MATCHED,topic-universe-mapping.v1
8028,昇陽半導體,TPE,SECONDARY,CoWoS,封裝測試,Y,D,主流,1,0.0,明確參與台積電 CoWoS／2.5D 封裝的中介層、封裝、測試、設備、材料或服務。僅因 AI 或載板需求受惠，不足以掛 CoWoS。,啟用,MATCHED,topic-universe-mapping.v1
2344,華邦電,TPE,PRIMARY,DRAM／DDR,記憶體,Y,D,核心,1,1.4,DRAM、DDR、LPDDR、HBM 記憶體晶片或相關製造／封裝供應鏈；HBM 需求若只是設備或材料受惠，依實際供應鏈分類。,啟用,MATCHED,topic-universe-mapping.v1
2408,南亞科,TPE,PRIMARY,DRAM／DDR,記憶體,Y,D,核心,1,1.3,DRAM、DDR、LPDDR、HBM 記憶體晶片或相關製造／封裝供應鏈；HBM 需求若只是設備或材料受惠，依實際供應鏈分類。,啟用,MATCHED,topic-universe-mapping.v1
2337,旺宏,TPE,SECONDARY,DRAM／DDR,記憶體,Y,D,核心,1,0.7,DRAM、DDR、LPDDR、HBM 記憶體晶片或相關製造／封裝供應鏈；HBM 需求若只是設備或材料受惠，依實際供應鏈分類。,啟用,MATCHED,topic-universe-mapping.v1
2451,創見,TPE,SECONDARY,DRAM／DDR,記憶體,Y,D,核心,1,0.7,DRAM、DDR、LPDDR、HBM 記憶體晶片或相關製造／封裝供應鏈；HBM 需求若只是設備或材料受惠，依實際供應鏈分類。,啟用,MATCHED,topic-universe-mapping.v1
3006,晶豪科,TPE,SECONDARY,DRAM／DDR,記憶體,Y,D,核心,1,0.6,DRAM、DDR、LPDDR、HBM 記憶體晶片或相關製造／封裝供應鏈；HBM 需求若只是設備或材料受惠，依實際供應鏈分類。,啟用,MATCHED,topic-universe-mapping.v1
3260,威剛,TWO,SECONDARY,DRAM／DDR,記憶體,Y,D,核心,1,0.8,DRAM、DDR、LPDDR、HBM 記憶體晶片或相關製造／封裝供應鏈；HBM 需求若只是設備或材料受惠，依實際供應鏈分類。,啟用,MATCHED,topic-universe-mapping.v1
4967,十銓,TPE,SECONDARY,DRAM／DDR,記憶體,Y,D,核心,1,0.8,DRAM、DDR、LPDDR、HBM 記憶體晶片或相關製造／封裝供應鏈；HBM 需求若只是設備或材料受惠，依實際供應鏈分類。,啟用,MATCHED,topic-universe-mapping.v1
8096,擎亞,TWO,SECONDARY,DRAM／DDR,記憶體,Y,D,核心,1,0.7,DRAM、DDR、LPDDR、HBM 記憶體晶片或相關製造／封裝供應鏈；HBM 需求若只是設備或材料受惠，依實際供應鏈分類。,啟用,MATCHED,topic-universe-mapping.v1
8271,宇瞻,TPE,SECONDARY,DRAM／DDR,記憶體,Y,D,核心,1,0.7,DRAM、DDR、LPDDR、HBM 記憶體晶片或相關製造／封裝供應鏈；HBM 需求若只是設備或材料受惠，依實際供應鏈分類。,啟用,MATCHED,topic-universe-mapping.v1
3481,群創,TPE,PRIMARY,FOPLP,封裝測試,Y,X,主流,0.8,1.5,扇出型面板級封裝、面板級封裝設備、材料、載板與封裝服務；不能把一般面板製造直接視為 FOPLP。,啟用,MATCHED,topic-universe-mapping.v1
3711,日月光投控,TPE,PRIMARY,FOPLP,封裝測試,Y,X,主流,0.8,1.5,扇出型面板級封裝、面板級封裝設備、材料、載板與封裝服務；不能把一般面板製造直接視為 FOPLP。,啟用,MATCHED,topic-universe-mapping.v1
2467,志聖,TPE,SECONDARY,FOPLP,封裝測試,Y,X,主流,0.8,0.8,扇出型面板級封裝、面板級封裝設備、材料、載板與封裝服務；不能把一般面板製造直接視為 FOPLP。,啟用,MATCHED,topic-universe-mapping.v1
6187,萬潤,TWO,SECONDARY,FOPLP,封裝測試,Y,X,主流,0.8,0.9,扇出型面板級封裝、面板級封裝設備、材料、載板與封裝服務；不能把一般面板製造直接視為 FOPLP。,啟用,MATCHED,topic-universe-mapping.v1
6640,均華,TWO,SECONDARY,FOPLP,封裝測試,Y,X,主流,0.8,0.9,扇出型面板級封裝、面板級封裝設備、材料、載板與封裝服務；不能把一般面板製造直接視為 FOPLP。,啟用,MATCHED,topic-universe-mapping.v1
7734,印能科技,TWO,SECONDARY,FOPLP,封裝測試,Y,X,主流,0.8,0.0,扇出型面板級封裝、面板級封裝設備、材料、載板與封裝服務；不能把一般面板製造直接視為 FOPLP。,啟用,MATCHED,topic-universe-mapping.v1
8027,鈦昇,TWO,SECONDARY,FOPLP,封裝測試,Y,X,主流,0.8,0.9,扇出型面板級封裝、面板級封裝設備、材料、載板與封裝服務；不能把一般面板製造直接視為 FOPLP。,啟用,MATCHED,topic-universe-mapping.v1
8064,東捷,TWO,SECONDARY,FOPLP,封裝測試,Y,X,主流,0.8,0.0,扇出型面板級封裝、面板級封裝設備、材料、載板與封裝服務；不能把一般面板製造直接視為 FOPLP。,啟用,MATCHED,topic-universe-mapping.v1
3016,嘉晶,TPE,PRIMARY,GaN 晶圓／GaN-on-Si,晶圓材料,Y,X,次主流,0.8,1.3,GaN wafer、GaN-on-Si、GaN epi 及 GaN 射頻／功率元件用晶圓。,啟用,MATCHED,topic-universe-mapping.v1
3707,漢磊,TWO,SECONDARY,GaN 晶圓／GaN-on-Si,晶圓材料,Y,X,次主流,0.8,0.8,GaN wafer、GaN-on-Si、GaN epi 及 GaN 射頻／功率元件用晶圓。,啟用,MATCHED,topic-universe-mapping.v1
2342,茂矽,TPE,PRIMARY,IGBT／功率模組,功率半導體,Y,X,核心,1,1.3,IGBT、IGBT 模組、功率模組、逆變器模組與模組封裝。,啟用,MATCHED,topic-universe-mapping.v1
2481,強茂,TPE,PRIMARY,IGBT／功率模組,功率半導體,Y,X,核心,1,1.3,IGBT、IGBT 模組、功率模組、逆變器模組與模組封裝。,啟用,MATCHED,topic-universe-mapping.v1
5425,台半,TWO,PRIMARY,IGBT／功率模組,功率半導體,Y,X,核心,1,1.3,IGBT、IGBT 模組、功率模組、逆變器模組與模組封裝。,啟用,MATCHED,topic-universe-mapping.v1
8255,朋程,TWO,PRIMARY,IGBT／功率模組,功率半導體,Y,X,核心,1,1.4,IGBT、IGBT 模組、功率模組、逆變器模組與模組封裝。,啟用,MATCHED,topic-universe-mapping.v1
4919,新唐,TPE,PRIMARY,MCU,IC設計,Y,A,核心,1,1.4,微控制器、車用 MCU、工控 MCU、嵌入式控制器及其韌體／開發生態。一般 CPU、PMIC、功率元件不收錄。,啟用,MATCHED,topic-universe-mapping.v1
5471,松翰,TPE,PRIMARY,MCU,IC設計,Y,A,核心,1,1.2,微控制器、車用 MCU、工控 MCU、嵌入式控制器及其韌體／開發生態。一般 CPU、PMIC、功率元件不收錄。,啟用,MATCHED,topic-universe-mapping.v1
6202,盛群,TPE,PRIMARY,MCU,IC設計,Y,A,核心,1,1.2,微控制器、車用 MCU、工控 MCU、嵌入式控制器及其韌體／開發生態。一般 CPU、PMIC、功率元件不收錄。,啟用,MATCHED,topic-universe-mapping.v1
2327,國巨,TPE,PRIMARY,MLCC,被動元件,Y,X,核心,1,1.4,積層陶瓷電容，包含車用、高壓、高容、AI 伺服器與消費電子 MLCC。,啟用,MATCHED,topic-universe-mapping.v1
2492,華新科,TPE,PRIMARY,MLCC,被動元件,Y,X,核心,1,1.3,積層陶瓷電容，包含車用、高壓、高容、AI 伺服器與消費電子 MLCC。,啟用,MATCHED,topic-universe-mapping.v1
3026,禾伸堂,TPE,PRIMARY,MLCC,被動元件,Y,X,核心,1,1.2,積層陶瓷電容，包含車用、高壓、高容、AI 伺服器與消費電子 MLCC。,啟用,MATCHED,topic-universe-mapping.v1
3090,日電貿,TPE,PRIMARY,MLCC,被動元件,Y,X,核心,1,1.3,積層陶瓷電容，包含車用、高壓、高容、AI 伺服器與消費電子 MLCC。,啟用,MATCHED,topic-universe-mapping.v1
6173,信昌電,TWO,PRIMARY,MLCC,被動元件,Y,X,核心,1,1.2,積層陶瓷電容，包含車用、高壓、高容、AI 伺服器與消費電子 MLCC。,啟用,MATCHED,topic-universe-mapping.v1
2337,旺宏,TPE,PRIMARY,NAND Flash／SSD,記憶體,Y,D,核心,1,1.3,| NAND Flash、SSD 控制器、SSD 模組、企業級 SSD、儲存解決方案。單純記憶體通路不收錄。,啟用,MATCHED,topic-universe-mapping.v1
2344,華邦電,TPE,PRIMARY,NAND Flash／SSD,記憶體,Y,D,核心,1,1.4,| NAND Flash、SSD 控制器、SSD 模組、企業級 SSD、儲存解決方案。單純記憶體通路不收錄。,啟用,MATCHED,topic-universe-mapping.v1
2451,創見,TPE,SECONDARY,NAND Flash／SSD,記憶體,Y,D,核心,1,0.7,| NAND Flash、SSD 控制器、SSD 模組、企業級 SSD、儲存解決方案。單純記憶體通路不收錄。,啟用,MATCHED,topic-universe-mapping.v1
3260,威剛,TWO,SECONDARY,NAND Flash／SSD,記憶體,Y,D,核心,1,0.8,| NAND Flash、SSD 控制器、SSD 模組、企業級 SSD、儲存解決方案。單純記憶體通路不收錄。,啟用,MATCHED,topic-universe-mapping.v1
4967,十銓,TPE,SECONDARY,NAND Flash／SSD,記憶體,Y,D,核心,1,0.8,| NAND Flash、SSD 控制器、SSD 模組、企業級 SSD、儲存解決方案。單純記憶體通路不收錄。,啟用,MATCHED,topic-universe-mapping.v1
4973,廣穎,TWO,SECONDARY,NAND Flash／SSD,記憶體,Y,D,核心,1,0,| NAND Flash、SSD 控制器、SSD 模組、企業級 SSD、儲存解決方案。單純記憶體通路不收錄。,啟用,MATCHED,topic-universe-mapping.v1
8096,擎亞,TWO,SECONDARY,NAND Flash／SSD,記憶體,Y,D,核心,1,0.7,| NAND Flash、SSD 控制器、SSD 模組、企業級 SSD、儲存解決方案。單純記憶體通路不收錄。,啟用,MATCHED,topic-universe-mapping.v1
8271,宇瞻,TPE,SECONDARY,NAND Flash／SSD,記憶體,Y,D,核心,1,0.7,| NAND Flash、SSD 控制器、SSD 模組、企業級 SSD、儲存解決方案。單純記憶體通路不收錄。,啟用,MATCHED,topic-universe-mapping.v1
2337,旺宏,TPE,PRIMARY,NOR Flash／利基型記憶體,記憶體,Y,X,次主流,0.7,1.3,NOR、SLC、利基型記憶體、特殊嵌入式記憶體與非主流容量／規格產品。,啟用,MATCHED,topic-universe-mapping.v1
2344,華邦電,TPE,PRIMARY,NOR Flash／利基型記憶體,記憶體,Y,X,次主流,0.7,1.4,NOR、SLC、利基型記憶體、特殊嵌入式記憶體與非主流容量／規格產品。,啟用,MATCHED,topic-universe-mapping.v1
3006,晶豪科,TPE,PRIMARY,NOR Flash／利基型記憶體,記憶體,Y,X,次主流,0.7,1.2,NOR、SLC、利基型記憶體、特殊嵌入式記憶體與非主流容量／規格產品。,啟用,MATCHED,topic-universe-mapping.v1
5351,鈺創,TWO,PRIMARY,NOR Flash／利基型記憶體,記憶體,Y,X,次主流,0.7,1.2,NOR、SLC、利基型記憶體、特殊嵌入式記憶體與非主流容量／規格產品。,啟用,MATCHED,topic-universe-mapping.v1
2316,楠梓電,TPE,PRIMARY,PCB,高頻電子材料,Y,X,核心,1,1.2,一般 PCB、高層數板、HDI、軟板、載板製造；若明確為 AI 伺服器板，優先 AI PCB；若明確為 ABF 載板，優先 ABF載板候選。,啟用,MATCHED,topic-universe-mapping.v1
3321,同泰,TPE,PRIMARY,PCB,高頻電子材料,Y,X,核心,1,1.1,一般 PCB、高層數板、HDI、軟板、載板製造；若明確為 AI 伺服器板，優先 AI PCB；若明確為 ABF 載板，優先 ABF載板候選。,啟用,MATCHED,topic-universe-mapping.v1
3390,旭軟,TWO,PRIMARY,PCB,高頻電子材料,Y,X,核心,1,1.1,一般 PCB、高層數板、HDI、軟板、載板製造；若明確為 AI 伺服器板，優先 AI PCB；若明確為 ABF 載板，優先 ABF載板候選。,啟用,MATCHED,topic-universe-mapping.v1
6153,嘉聯益,TPE,PRIMARY,PCB,高頻電子材料,Y,X,核心,1,1.1,一般 PCB、高層數板、HDI、軟板、載板製造；若明確為 AI 伺服器板，優先 AI PCB；若明確為 ABF 載板，優先 ABF載板候選。,啟用,MATCHED,topic-universe-mapping.v1
6191,精成科,TPE,PRIMARY,PCB,高頻電子材料,Y,X,核心,1,1.3,一般 PCB、高層數板、HDI、軟板、載板製造；若明確為 AI 伺服器板，優先 AI PCB；若明確為 ABF 載板，優先 ABF載板候選。,啟用,MATCHED,topic-universe-mapping.v1
6269,台郡,TPE,PRIMARY,PCB,高頻電子材料,Y,X,核心,1,1.2,一般 PCB、高層數板、HDI、軟板、載板製造；若明確為 AI 伺服器板，優先 AI PCB；若明確為 ABF 載板，優先 ABF載板候選。,啟用,MATCHED,topic-universe-mapping.v1
2355,敬鵬,TPE,SECONDARY,PCB,高頻電子材料,Y,X,核心,1,0.7,一般 PCB、高層數板、HDI、軟板、載板製造；若明確為 AI 伺服器板，優先 AI PCB；若明確為 ABF 載板，優先 ABF載板候選。,啟用,MATCHED,topic-universe-mapping.v1
2388,威盛,TPE,PRIMARY,RISC-V,IC設計,Y,X,主流,0.9,1.3,以 RISC-V ISA、CPU core、SoC、開發板或相關 IP／軟體生態為核心。僅使用 RISC-V 元件但非公司主力不收錄。,啟用,MATCHED,topic-universe-mapping.v1
3035,智原,TPE,PRIMARY,RISC-V,IC設計,Y,X,主流,0.9,1.4,以 RISC-V ISA、CPU core、SoC、開發板或相關 IP／軟體生態為核心。僅使用 RISC-V 元件但非公司主力不收錄。,啟用,MATCHED,topic-universe-mapping.v1
8054,安國,TWO,SECONDARY,RISC-V,IC設計,Y,X,主流,0.9,0.7,以 RISC-V ISA、CPU core、SoC、開發板或相關 IP／軟體生態為核心。僅使用 RISC-V 元件但非公司主力不收錄。,啟用,MATCHED,topic-universe-mapping.v1
4966,譜瑞-KY,TWO,PRIMARY,Retimer／Redriver,高速互連,Y,X,主流,0.9,1.5,Retimer、Redriver、訊號重整與高速訊號完整性晶片。,啟用,MATCHED,topic-universe-mapping.v1
3016,嘉晶,TPE,PRIMARY,SiC 晶圓／基板,晶圓材料,Y,X,主流,0.9,1.3,SiC wafer、SiC substrate、SiC epi、SiC 磊晶與功率元件用 SiC 基板。,啟用,MATCHED,topic-universe-mapping.v1
3707,漢磊,TWO,PRIMARY,SiC 晶圓／基板,晶圓材料,Y,X,主流,0.9,1.4,SiC wafer、SiC substrate、SiC epi、SiC 磊晶與功率元件用 SiC 基板。,啟用,MATCHED,topic-universe-mapping.v1
6488,環球晶,TWO,SECONDARY,SiC 晶圓／基板,晶圓材料,Y,X,主流,0.9,0.8,SiC wafer、SiC substrate、SiC epi、SiC 磊晶與功率元件用 SiC 基板。,啟用,MATCHED,topic-universe-mapping.v1
2481,強茂,TPE,PRIMARY,SiC／GaN 功率元件,功率半導體,Y,X,主流,0.9,1.3,已量產或商業化的 SiC／GaN MOSFET、二極體、HEMT、功率模組；材料與晶圓改歸晶圓材料。,啟用,MATCHED,topic-universe-mapping.v1
3707,漢磊,TWO,PRIMARY,SiC／GaN 功率元件,功率半導體,Y,X,主流,0.9,1.4,已量產或商業化的 SiC／GaN MOSFET、二極體、HEMT、功率模組；材料與晶圓改歸晶圓材料。,啟用,MATCHED,topic-universe-mapping.v1
8255,朋程,TWO,PRIMARY,SiC／GaN 功率元件,功率半導體,Y,X,主流,0.9,1.4,已量產或商業化的 SiC／GaN MOSFET、二極體、HEMT、功率模組；材料與晶圓改歸晶圓材料。,啟用,MATCHED,topic-universe-mapping.v1
2342,茂矽,TPE,SECONDARY,SiC／GaN 功率元件,功率半導體,Y,X,主流,0.9,0.7,已量產或商業化的 SiC／GaN MOSFET、二極體、HEMT、功率模組；材料與晶圓改歸晶圓材料。,啟用,MATCHED,topic-universe-mapping.v1
3317,尼克森,TWO,SECONDARY,SiC／GaN 功率元件,功率半導體,Y,X,主流,0.9,0.7,已量產或商業化的 SiC／GaN MOSFET、二極體、HEMT、功率模組；材料與晶圓改歸晶圓材料。,啟用,MATCHED,topic-universe-mapping.v1
2369,菱生,TPE,PRIMARY,一般封測,封裝測試,Y,X,核心,1,1.1,晶圓測試、成品測試、封裝代工、測試服務、封裝材料／介面服務，但不以先進封裝特殊技術為主要識別。,啟用,MATCHED,topic-universe-mapping.v1
2441,超豐,TPE,PRIMARY,一般封測,封裝測試,Y,X,核心,1,1.2,晶圓測試、成品測試、封裝代工、測試服務、封裝材料／介面服務，但不以先進封裝特殊技術為主要識別。,啟用,MATCHED,topic-universe-mapping.v1
2449,京元電子,TPE,PRIMARY,一般封測,封裝測試,Y,X,核心,1,1.4,晶圓測試、成品測試、封裝代工、測試服務、封裝材料／介面服務，但不以先進封裝特殊技術為主要識別。,啟用,MATCHED,topic-universe-mapping.v1
3264,欣銓,TWO,PRIMARY,一般封測,封裝測試,Y,X,核心,1,1.3,晶圓測試、成品測試、封裝代工、測試服務、封裝材料／介面服務，但不以先進封裝特殊技術為主要識別。,啟用,MATCHED,topic-universe-mapping.v1
3265,台星科,TWO,PRIMARY,一般封測,封裝測試,Y,X,核心,1,1.3,晶圓測試、成品測試、封裝代工、測試服務、封裝材料／介面服務，但不以先進封裝特殊技術為主要識別。,啟用,MATCHED,topic-universe-mapping.v1
3374,精材,TWO,PRIMARY,一般封測,封裝測試,Y,X,核心,1,1.4,晶圓測試、成品測試、封裝代工、測試服務、封裝材料／介面服務，但不以先進封裝特殊技術為主要識別。,啟用,MATCHED,topic-universe-mapping.v1
3450,聯鈞,TPE,PRIMARY,一般封測,封裝測試,Y,X,核心,1,1.5,晶圓測試、成品測試、封裝代工、測試服務、封裝材料／介面服務，但不以先進封裝特殊技術為主要識別。,啟用,MATCHED,topic-universe-mapping.v1
3711,日月光投控,TPE,PRIMARY,一般封測,封裝測試,Y,X,核心,1,1.5,晶圓測試、成品測試、封裝代工、測試服務、封裝材料／介面服務，但不以先進封裝特殊技術為主要識別。,啟用,MATCHED,topic-universe-mapping.v1
6147,頎邦,TWO,PRIMARY,一般封測,封裝測試,Y,X,核心,1,1.4,晶圓測試、成品測試、封裝代工、測試服務、封裝材料／介面服務，但不以先進封裝特殊技術為主要識別。,啟用,MATCHED,topic-universe-mapping.v1
6239,力成,TPE,PRIMARY,一般封測,封裝測試,Y,X,核心,1,1.5,晶圓測試、成品測試、封裝代工、測試服務、封裝材料／介面服務，但不以先進封裝特殊技術為主要識別。,啟用,MATCHED,topic-universe-mapping.v1
6257,矽格,TPE,PRIMARY,一般封測,封裝測試,Y,X,核心,1,1.3,晶圓測試、成品測試、封裝代工、測試服務、封裝材料／介面服務，但不以先進封裝特殊技術為主要識別。,啟用,MATCHED,topic-universe-mapping.v1
6271,同欣電,TPE,PRIMARY,一般封測,封裝測試,Y,X,核心,1,1.3,晶圓測試、成品測試、封裝代工、測試服務、封裝材料／介面服務，但不以先進封裝特殊技術為主要識別。,啟用,MATCHED,topic-universe-mapping.v1
6451,訊芯-KY,TPE,PRIMARY,一般封測,封裝測試,Y,X,核心,1,1.5,晶圓測試、成品測試、封裝代工、測試服務、封裝材料／介面服務，但不以先進封裝特殊技術為主要識別。,啟用,MATCHED,topic-universe-mapping.v1
6525,捷敏-KY,TPE,PRIMARY,一般封測,封裝測試,Y,X,核心,1,1.3,晶圓測試、成品測試、封裝代工、測試服務、封裝材料／介面服務，但不以先進封裝特殊技術為主要識別。,啟用,MATCHED,topic-universe-mapping.v1
6789,采鈺,TPE,PRIMARY,一般封測,封裝測試,Y,X,核心,1,1.4,晶圓測試、成品測試、封裝代工、測試服務、封裝材料／介面服務，但不以先進封裝特殊技術為主要識別。,啟用,MATCHED,topic-universe-mapping.v1
8150,南茂,TPE,PRIMARY,一般封測,封裝測試,Y,X,核心,1,1.4,晶圓測試、成品測試、封裝代工、測試服務、封裝材料／介面服務，但不以先進封裝特殊技術為主要識別。,啟用,MATCHED,topic-universe-mapping.v1
